university_slug,programme_official_title,level,discipline,duration,campus,delivery_mode,intl_status,intl_evidence_url,official_source_url,other_sources,already_on_site,existing_offering_slug,canonical_course_match,notes
kiit-deemed-to-be-university,Certificate Course in Dental Implantology,Certificate,Kalinga Institute of Dental Sciences (KIDS),Duration not specified in prospectus,Bhubaneswar,on_campus,open_to_international,https://kiit.ac.in/international-admission/,https://kids.kiit.ac.in/,,no,,GAP:certificate-course-in-dental-implantology,"Sourced from KIIT official programmes-catalogue API (wp-json/kiit-programmes/v1/catalogue, synced from KIIT Programmes Master Google Sheet per KIITEE Prospectus 2026-27). Medical/dental/nursing programme: international admission subject to NMC/DCI/INC foreign-national quota and NEET/DGHS process."
kiit-deemed-to-be-university,Certificate Course in Facial Aesthetics,Certificate,Kalinga Institute of Dental Sciences (KIDS),Duration not specified in prospectus,Bhubaneswar,on_campus,open_to_international,https://kiit.ac.in/international-admission/,https://kids.kiit.ac.in/,,no,,GAP:certificate-course-in-facial-aesthetics,"Sourced from KIIT official programmes-catalogue API (wp-json/kiit-programmes/v1/catalogue, synced from KIIT Programmes Master Google Sheet per KIITEE Prospectus 2026-27). Medical/dental/nursing programme: international admission subject to NMC/DCI/INC foreign-national quota and NEET/DGHS process."
kiit-deemed-to-be-university,Certificate Course in LASER,Certificate,Kalinga Institute of Dental Sciences (KIDS),Duration not specified in prospectus,Bhubaneswar,on_campus,open_to_international,https://kiit.ac.in/international-admission/,https://kids.kiit.ac.in/,,no,,GAP:certificate-course-in-laser,"Sourced from KIIT official programmes-catalogue API (wp-json/kiit-programmes/v1/catalogue, synced from KIIT Programmes Master Google Sheet per KIITEE Prospectus 2026-27). Medical/dental/nursing programme: international admission subject to NMC/DCI/INC foreign-national quota and NEET/DGHS process."
kiit-deemed-to-be-university,Certificate Course in Ozone Therapy,Certificate,Kalinga Institute of Dental Sciences (KIDS),Duration not specified in prospectus,Bhubaneswar,on_campus,open_to_international,https://kiit.ac.in/international-admission/,https://kids.kiit.ac.in/,,no,,GAP:certificate-course-in-ozone-therapy,"Sourced from KIIT official programmes-catalogue API (wp-json/kiit-programmes/v1/catalogue, synced from KIIT Programmes Master Google Sheet per KIITEE Prospectus 2026-27). Medical/dental/nursing programme: international admission subject to NMC/DCI/INC foreign-national quota and NEET/DGHS process."
kiit-deemed-to-be-university,Fellowship Programme in Dental Implantology,Certificate,Kalinga Institute of Dental Sciences (KIDS),Duration not specified in prospectus,Bhubaneswar,on_campus,open_to_international,https://kiit.ac.in/international-admission/,https://kids.kiit.ac.in/,,no,,GAP:fellowship-programme-in-dental-implantology,"Sourced from KIIT official programmes-catalogue API (wp-json/kiit-programmes/v1/catalogue, synced from KIIT Programmes Master Google Sheet per KIITEE Prospectus 2026-27). Medical/dental/nursing programme: international admission subject to NMC/DCI/INC foreign-national quota and NEET/DGHS process."
kiit-deemed-to-be-university,Fellowship Programme in Facial Aesthetics,Certificate,Kalinga Institute of Dental Sciences (KIDS),Duration not specified in prospectus,Bhubaneswar,on_campus,open_to_international,https://kiit.ac.in/international-admission/,https://kids.kiit.ac.in/,,no,,GAP:fellowship-programme-in-facial-aesthetics,"Sourced from KIIT official programmes-catalogue API (wp-json/kiit-programmes/v1/catalogue, synced from KIIT Programmes Master Google Sheet per KIITEE Prospectus 2026-27). Medical/dental/nursing programme: international admission subject to NMC/DCI/INC foreign-national quota and NEET/DGHS process."
kiit-deemed-to-be-university,Fellowship Programme in LASER,Certificate,Kalinga Institute of Dental Sciences (KIDS),Duration not specified in prospectus,Bhubaneswar,on_campus,open_to_international,https://kiit.ac.in/international-admission/,https://kids.kiit.ac.in/,,no,,GAP:fellowship-programme-in-laser,"Sourced from KIIT official programmes-catalogue API (wp-json/kiit-programmes/v1/catalogue, synced from KIIT Programmes Master Google Sheet per KIITEE Prospectus 2026-27). Medical/dental/nursing programme: international admission subject to NMC/DCI/INC foreign-national quota and NEET/DGHS process."
kiit-deemed-to-be-university,Fellowship Programme in Periodontology,Certificate,Kalinga Institute of Dental Sciences (KIDS),Duration not specified in prospectus,Bhubaneswar,on_campus,open_to_international,https://kiit.ac.in/international-admission/,https://kids.kiit.ac.in/,,no,,GAP:fellowship-programme-in-periodontology,"Sourced from KIIT official programmes-catalogue API (wp-json/kiit-programmes/v1/catalogue, synced from KIIT Programmes Master Google Sheet per KIITEE Prospectus 2026-27). Medical/dental/nursing programme: international admission subject to NMC/DCI/INC foreign-national quota and NEET/DGHS process."
kiit-deemed-to-be-university,Master of Dental Surgery (MDS) in Conservative Dentistry & Endodontics,PG,Kalinga Institute of Dental Sciences (KIDS),3 Years,Bhubaneswar,on_campus,open_to_international,https://kiit.ac.in/international-admission/,https://kids.kiit.ac.in/,,no,,GAP:master-of-dental-surgery-mds-in-conservative-dentistry-endod,"Sourced from KIIT official programmes-catalogue API (wp-json/kiit-programmes/v1/catalogue, synced from KIIT Programmes Master Google Sheet per KIITEE Prospectus 2026-27). Medical/dental/nursing programme: international admission subject to NMC/DCI/INC foreign-national quota and NEET/DGHS process."
kiit-deemed-to-be-university,Master of Dental Surgery (MDS) in Oral & Maxillofacial Pathology,PG,Kalinga Institute of Dental Sciences (KIDS),3 Years,Bhubaneswar,on_campus,open_to_international,https://kiit.ac.in/international-admission/,https://kids.kiit.ac.in/,,no,,GAP:master-of-dental-surgery-mds-in-oral-maxillofacial-pathology,"Sourced from KIIT official programmes-catalogue API (wp-json/kiit-programmes/v1/catalogue, synced from KIIT Programmes Master Google Sheet per KIITEE Prospectus 2026-27). Medical/dental/nursing programme: international admission subject to NMC/DCI/INC foreign-national quota and NEET/DGHS process."
kiit-deemed-to-be-university,Master of Dental Surgery (MDS) in Oral & Maxillofacial Surgery,PG,Kalinga Institute of Dental Sciences (KIDS),3 Years,Bhubaneswar,on_campus,open_to_international,https://kiit.ac.in/international-admission/,https://kids.kiit.ac.in/,,no,,GAP:master-of-dental-surgery-mds-in-oral-maxillofacial-surgery,"Sourced from KIIT official programmes-catalogue API (wp-json/kiit-programmes/v1/catalogue, synced from KIIT Programmes Master Google Sheet per KIITEE Prospectus 2026-27). Medical/dental/nursing programme: international admission subject to NMC/DCI/INC foreign-national quota and NEET/DGHS process."
kiit-deemed-to-be-university,Master of Dental Surgery (MDS) in Oral Medicine & Radiology,PG,Kalinga Institute of Dental Sciences (KIDS),3 Years,Bhubaneswar,on_campus,open_to_international,https://kiit.ac.in/international-admission/,https://kids.kiit.ac.in/,,no,,GAP:master-of-dental-surgery-mds-in-oral-medicine-radiology,"Sourced from KIIT official programmes-catalogue API (wp-json/kiit-programmes/v1/catalogue, synced from KIIT Programmes Master Google Sheet per KIITEE Prospectus 2026-27). Medical/dental/nursing programme: international admission subject to NMC/DCI/INC foreign-national quota and NEET/DGHS process."
kiit-deemed-to-be-university,Master of Dental Surgery (MDS) in Orthodontics & Dentofacial Orthopedics,PG,Kalinga Institute of Dental Sciences (KIDS),3 Years,Bhubaneswar,on_campus,open_to_international,https://kiit.ac.in/international-admission/,https://kids.kiit.ac.in/,,no,,GAP:master-of-dental-surgery-mds-in-orthodontics-dentofacial-ort,"Sourced from KIIT official programmes-catalogue API (wp-json/kiit-programmes/v1/catalogue, synced from KIIT Programmes Master Google Sheet per KIITEE Prospectus 2026-27). Medical/dental/nursing programme: international admission subject to NMC/DCI/INC foreign-national quota and NEET/DGHS process."
kiit-deemed-to-be-university,Master of Dental Surgery (MDS) in Pedodontics & Preventive Dentistry,PG,Kalinga Institute of Dental Sciences (KIDS),3 Years,Bhubaneswar,on_campus,open_to_international,https://kiit.ac.in/international-admission/,https://kids.kiit.ac.in/,,no,,GAP:master-of-dental-surgery-mds-in-pedodontics-preventive-denti,"Sourced from KIIT official programmes-catalogue API (wp-json/kiit-programmes/v1/catalogue, synced from KIIT Programmes Master Google Sheet per KIITEE Prospectus 2026-27). Medical/dental/nursing programme: international admission subject to NMC/DCI/INC foreign-national quota and NEET/DGHS process."
kiit-deemed-to-be-university,Master of Dental Surgery (MDS) in Periodontology,PG,Kalinga Institute of Dental Sciences (KIDS),3 Years,Bhubaneswar,on_campus,open_to_international,https://kiit.ac.in/international-admission/,https://kids.kiit.ac.in/,,no,,GAP:master-of-dental-surgery-mds-in-periodontology,"Sourced from KIIT official programmes-catalogue API (wp-json/kiit-programmes/v1/catalogue, synced from KIIT Programmes Master Google Sheet per KIITEE Prospectus 2026-27). Medical/dental/nursing programme: international admission subject to NMC/DCI/INC foreign-national quota and NEET/DGHS process."
kiit-deemed-to-be-university,Master of Dental Surgery (MDS) in Prosthodontics and Crown & Bridge,PG,Kalinga Institute of Dental Sciences (KIDS),3 Years,Bhubaneswar,on_campus,open_to_international,https://kiit.ac.in/international-admission/,https://kids.kiit.ac.in/,,no,,GAP:master-of-dental-surgery-mds-in-prosthodontics-and-crown-bri,"Sourced from KIIT official programmes-catalogue API (wp-json/kiit-programmes/v1/catalogue, synced from KIIT Programmes Master Google Sheet per KIITEE Prospectus 2026-27). Medical/dental/nursing programme: international admission subject to NMC/DCI/INC foreign-national quota and NEET/DGHS process."
kiit-deemed-to-be-university,Master of Dental Surgery (MDS) in Public Health Dentistry,PG,Kalinga Institute of Dental Sciences (KIDS),3 Years,Bhubaneswar,on_campus,open_to_international,https://kiit.ac.in/international-admission/,https://kids.kiit.ac.in/,,no,,GAP:master-of-dental-surgery-mds-in-public-health-dentistry,"Sourced from KIIT official programmes-catalogue API (wp-json/kiit-programmes/v1/catalogue, synced from KIIT Programmes Master Google Sheet per KIITEE Prospectus 2026-27). Medical/dental/nursing programme: international admission subject to NMC/DCI/INC foreign-national quota and NEET/DGHS process."
kiit-deemed-to-be-university,Bachelor of Dental Surgery (BDS),UG,Kalinga Institute of Dental Sciences (KIDS),4 Years + 1 Year Paid Rotatory Internship,Bhubaneswar,on_campus,open_to_international,https://kiit.ac.in/international-admission/,https://kids.kiit.ac.in/,,no,,GAP:bachelor-of-dental-surgery-bds,"Sourced from KIIT official programmes-catalogue API (wp-json/kiit-programmes/v1/catalogue, synced from KIIT Programmes Master Google Sheet per KIITEE Prospectus 2026-27). Medical/dental/nursing programme: international admission subject to NMC/DCI/INC foreign-national quota and NEET/DGHS process."
kiit-deemed-to-be-university,Diploma in Critical Care Medicine,Diploma,Kalinga Institute of Medical Sciences (KIMS),1 Year,Bhubaneswar,on_campus,open_to_international,https://kiit.ac.in/international-admission/,https://kims.kiit.ac.in/courses/,,no,,GAP:diploma-in-critical-care-medicine,"Sourced from KIIT official programmes-catalogue API (wp-json/kiit-programmes/v1/catalogue, synced from KIIT Programmes Master Google Sheet per KIITEE Prospectus 2026-27). Medical/dental/nursing programme: international admission subject to NMC/DCI/INC foreign-national quota and NEET/DGHS process."
kiit-deemed-to-be-university,Fellowship in Critical Care Medicine,Certificate,Kalinga Institute of Medical Sciences (KIMS),1 Year,Bhubaneswar,on_campus,open_to_international,https://kiit.ac.in/international-admission/,https://kims.kiit.ac.in/courses/,,no,,GAP:fellowship-in-critical-care-medicine,"Sourced from KIIT official programmes-catalogue API (wp-json/kiit-programmes/v1/catalogue, synced from KIIT Programmes Master Google Sheet per KIITEE Prospectus 2026-27). Medical/dental/nursing programme: international admission subject to NMC/DCI/INC foreign-national quota and NEET/DGHS process."
kiit-deemed-to-be-university,D.M. in Cardiology,PG,Kalinga Institute of Medical Sciences (KIMS),3 Years,Bhubaneswar,on_campus,open_to_international,https://kiit.ac.in/international-admission/,https://kims.kiit.ac.in/courses/,,no,,GAP:d-m-in-cardiology,"Sourced from KIIT official programmes-catalogue API (wp-json/kiit-programmes/v1/catalogue, synced from KIIT Programmes Master Google Sheet per KIITEE Prospectus 2026-27). Medical/dental/nursing programme: international admission subject to NMC/DCI/INC foreign-national quota and NEET/DGHS process."
kiit-deemed-to-be-university,D.M. in Clinical Immunology & Rheumatology,PG,Kalinga Institute of Medical Sciences (KIMS),3 Years,Bhubaneswar,on_campus,open_to_international,https://kiit.ac.in/international-admission/,https://kims.kiit.ac.in/courses/,,no,,GAP:d-m-in-clinical-immunology-rheumatology,"Sourced from KIIT official programmes-catalogue API (wp-json/kiit-programmes/v1/catalogue, synced from KIIT Programmes Master Google Sheet per KIITEE Prospectus 2026-27). Medical/dental/nursing programme: international admission subject to NMC/DCI/INC foreign-national quota and NEET/DGHS process."
kiit-deemed-to-be-university,D.M. in Endocrinology,PG,Kalinga Institute of Medical Sciences (KIMS),3 Years,Bhubaneswar,on_campus,open_to_international,https://kiit.ac.in/international-admission/,https://kims.kiit.ac.in/courses/,,no,,GAP:d-m-in-endocrinology,"Sourced from KIIT official programmes-catalogue API (wp-json/kiit-programmes/v1/catalogue, synced from KIIT Programmes Master Google Sheet per KIITEE Prospectus 2026-27). Medical/dental/nursing programme: international admission subject to NMC/DCI/INC foreign-national quota and NEET/DGHS process."
kiit-deemed-to-be-university,D.M. in Gastroenterology,PG,Kalinga Institute of Medical Sciences (KIMS),3 Years,Bhubaneswar,on_campus,open_to_international,https://kiit.ac.in/international-admission/,https://kims.kiit.ac.in/courses/,,no,,GAP:d-m-in-gastroenterology,"Sourced from KIIT official programmes-catalogue API (wp-json/kiit-programmes/v1/catalogue, synced from KIIT Programmes Master Google Sheet per KIITEE Prospectus 2026-27). Medical/dental/nursing programme: international admission subject to NMC/DCI/INC foreign-national quota and NEET/DGHS process."
kiit-deemed-to-be-university,D.M. in Nephrology,PG,Kalinga Institute of Medical Sciences (KIMS),3 Years,Bhubaneswar,on_campus,open_to_international,https://kiit.ac.in/international-admission/,https://kims.kiit.ac.in/courses/,,no,,GAP:d-m-in-nephrology,"Sourced from KIIT official programmes-catalogue API (wp-json/kiit-programmes/v1/catalogue, synced from KIIT Programmes Master Google Sheet per KIITEE Prospectus 2026-27). Medical/dental/nursing programme: international admission subject to NMC/DCI/INC foreign-national quota and NEET/DGHS process."
kiit-deemed-to-be-university,D.M. in Neurology,PG,Kalinga Institute of Medical Sciences (KIMS),3 Years,Bhubaneswar,on_campus,open_to_international,https://kiit.ac.in/international-admission/,https://kims.kiit.ac.in/courses/,,no,,GAP:d-m-in-neurology,"Sourced from KIIT official programmes-catalogue API (wp-json/kiit-programmes/v1/catalogue, synced from KIIT Programmes Master Google Sheet per KIITEE Prospectus 2026-27). Medical/dental/nursing programme: international admission subject to NMC/DCI/INC foreign-national quota and NEET/DGHS process."
kiit-deemed-to-be-university,Doctor of Medicine (MD) in Anaesthesiology,PG,Kalinga Institute of Medical Sciences (KIMS),3 Years,Bhubaneswar,on_campus,open_to_international,https://kiit.ac.in/international-admission/,https://kims.kiit.ac.in/courses/,,no,,GAP:doctor-of-medicine-md-in-anaesthesiology,"Sourced from KIIT official programmes-catalogue API (wp-json/kiit-programmes/v1/catalogue, synced from KIIT Programmes Master Google Sheet per KIITEE Prospectus 2026-27). Medical/dental/nursing programme: international admission subject to NMC/DCI/INC foreign-national quota and NEET/DGHS process."
kiit-deemed-to-be-university,Doctor of Medicine (MD) in Anatomy,PG,Kalinga Institute of Medical Sciences (KIMS),3 Years,Bhubaneswar,on_campus,open_to_international,https://kiit.ac.in/international-admission/,https://kims.kiit.ac.in/courses/,,no,,GAP:doctor-of-medicine-md-in-anatomy,"Sourced from KIIT official programmes-catalogue API (wp-json/kiit-programmes/v1/catalogue, synced from KIIT Programmes Master Google Sheet per KIITEE Prospectus 2026-27). Medical/dental/nursing programme: international admission subject to NMC/DCI/INC foreign-national quota and NEET/DGHS process."
kiit-deemed-to-be-university,Doctor of Medicine (MD) in Biochemistry,PG,Kalinga Institute of Medical Sciences (KIMS),3 Years,Bhubaneswar,on_campus,open_to_international,https://kiit.ac.in/international-admission/,https://kims.kiit.ac.in/courses/,,no,,msc-chemistry,"Sourced from KIIT official programmes-catalogue API (wp-json/kiit-programmes/v1/catalogue, synced from KIIT Programmes Master Google Sheet per KIITEE Prospectus 2026-27). Medical/dental/nursing programme: international admission subject to NMC/DCI/INC foreign-national quota and NEET/DGHS process."
kiit-deemed-to-be-university,Doctor of Medicine (MD) in Community Medicine,PG,Kalinga Institute of Medical Sciences (KIMS),3 Years,Bhubaneswar,on_campus,open_to_international,https://kiit.ac.in/international-admission/,https://kims.kiit.ac.in/courses/,,no,,GAP:doctor-of-medicine-md-in-community-medicine,"Sourced from KIIT official programmes-catalogue API (wp-json/kiit-programmes/v1/catalogue, synced from KIIT Programmes Master Google Sheet per KIITEE Prospectus 2026-27). Medical/dental/nursing programme: international admission subject to NMC/DCI/INC foreign-national quota and NEET/DGHS process."
kiit-deemed-to-be-university,"Doctor of Medicine (MD) in Dermatology, Venereology and Leprosy (DVL)",PG,Kalinga Institute of Medical Sciences (KIMS),3 Years,Bhubaneswar,on_campus,open_to_international,https://kiit.ac.in/international-admission/,https://kims.kiit.ac.in/courses/,,no,,GAP:doctor-of-medicine-md-in-dermatology-venereology-and-leprosy,"Sourced from KIIT official programmes-catalogue API (wp-json/kiit-programmes/v1/catalogue, synced from KIIT Programmes Master Google Sheet per KIITEE Prospectus 2026-27). Medical/dental/nursing programme: international admission subject to NMC/DCI/INC foreign-national quota and NEET/DGHS process."
kiit-deemed-to-be-university,Doctor of Medicine (MD) in Emergency Medicine,PG,Kalinga Institute of Medical Sciences (KIMS),3 Years,Bhubaneswar,on_campus,open_to_international,https://kiit.ac.in/international-admission/,https://kims.kiit.ac.in/courses/,,no,,GAP:doctor-of-medicine-md-in-emergency-medicine,"Sourced from KIIT official programmes-catalogue API (wp-json/kiit-programmes/v1/catalogue, synced from KIIT Programmes Master Google Sheet per KIITEE Prospectus 2026-27). Medical/dental/nursing programme: international admission subject to NMC/DCI/INC foreign-national quota and NEET/DGHS process."
kiit-deemed-to-be-university,Doctor of Medicine (MD) in General Medicine,PG,Kalinga Institute of Medical Sciences (KIMS),3 Years,Bhubaneswar,on_campus,open_to_international,https://kiit.ac.in/international-admission/,https://kims.kiit.ac.in/courses/,,no,,GAP:doctor-of-medicine-md-in-general-medicine,"Sourced from KIIT official programmes-catalogue API (wp-json/kiit-programmes/v1/catalogue, synced from KIIT Programmes Master Google Sheet per KIITEE Prospectus 2026-27). Medical/dental/nursing programme: international admission subject to NMC/DCI/INC foreign-national quota and NEET/DGHS process."
kiit-deemed-to-be-university,Doctor of Medicine (MD) in Immuno Haematology & Blood Transfusion (IHBT),PG,Kalinga Institute of Medical Sciences (KIMS),3 Years,Bhubaneswar,on_campus,open_to_international,https://kiit.ac.in/international-admission/,https://kims.kiit.ac.in/courses/,,no,,GAP:doctor-of-medicine-md-in-immuno-haematology-blood-transfusio,"Sourced from KIIT official programmes-catalogue API (wp-json/kiit-programmes/v1/catalogue, synced from KIIT Programmes Master Google Sheet per KIITEE Prospectus 2026-27). Medical/dental/nursing programme: international admission subject to NMC/DCI/INC foreign-national quota and NEET/DGHS process."
